4,11
6,11
13,23
0,0
7,11
-4,-3
1,10
0,0
17,42
1,3
1,3
4,14
1,4
1,3
10,17
3,14
0,4
1,13
0,0
-5,24
-14,4
0,0
-1,-3
-1,12
0,-5
0,0
0,8
-5,-1
0,0
0,0
-2,2
-5,0
-1,18
0,0
0,0
6,14
-1,2
1,0
1,-5
1,7
2,5
3,1
12,11
4,8
5,12
-5,1
18,16
2,2
0,0
3,5
5,11
3,2
0,0
2,6
-2,-7
-3,4
0,4
3,1
0,0
2,5
1,0
0,0
0,0
0,0
0,0
0,-5
0,0
0,0
0,0
-1,-3
10,-21
4,5
7,6
2,4
2,5
-7,-11
0,0
1,0
0,0
0,0
0,0
2,3
0,-1
-2,-6
1,3
0,7
0,0
0,-12
0,0
3,1
3,5
-1,-4
-3,-1
0,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
0,0
5,-2
1,5
3,5
6,7
0,0
2,3
0,0
0,0
0,0
2,-2
-5,10
0,0
0,0
-1,7
1,-6
0,0
0,0
-14,-7
3,-1
-2,-4
-7,-2
0,0
-4,5
0,7
0,0
-5,-5
0,0
0,0
-8,5
-6,-1
0,0
0,0
-3,-2
-7,-5
-5,0
-3,-2
0,0
0,0
4,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-11,-1
-13,-44
-10,-17
